parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,in_degree_1,out_degree_1,in_degree_2,out_degree_2,total_degree_1,total_degree_2,common_neighbors,page_rank_1,page_rank_2,betweenness_1,betweenness_2,closeness_1,closeness_2,eigenvector_1,eigenvector_2,cluster_1,cluster_2
"Arce, Monica","Hertz, Carmen",1.391304347826087,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PCCh,Monica Arce Castro,Carmen Hertz Cadiz,izquierda,izquierda,mónica arce,carmen hertz,positive,positive,2,12,17,9,23.0,47.0,12,0.003255234840309657,0.015765241675772004,3.6307656558615075e-05,0.01072586426586078,0.014802631578947368,0.12224108658743632,0.04209581922851577,0.1886280271762846,cluster_3,cluster_3
"Camano, Felipe","Castillo, Nathalie",1.3978919631093545,Región de Ńuble (5),Región de Coquimbo (7),Ind-PDC,PCCh,Felipe Camano Cardenas,Nathalie Castillo Rojas,centro_izquierda,izquierda,felipe camaño,nathalie castillo,positive,positive,8,8,10,4,28.0,20.0,12,0.004850596746320766,0.006249106494100079,0.0024867951845992976,0.0019606134541652145,0.053289473684210525,0.07655502392344497,0.0550186993143185,0.0635646324561215,cluster_1,cluster_3
"Jiles, Pamela","Orsini, Maite",1.4084321475625825,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,RD,Pamela Jiles Moreno,Maite Orsini Pascal,izquierda,izquierda,pamela jiles,maite orsini,negative,negative,5,7,6,4,57.0,55.0,2,0.006443341208678246,0.006503163988794764,0.007495972377028495,0.004375798768444289,0.07733918128654971,0.09800362976406533,0.11493751759511782,0.09927006463158107,cluster_2,cluster_2
"Concha, Sara","Olivera, Erika",1.4110671936758894,Región de Ńuble (5),Región Metropolitana de Santiago (47),PSC,Demócratas,Sara Concha Smith,Erika Olivera de la Fuente,derecha,centro_izquierda,sara concha,erika olivera,positive,positive,1,11,7,5,25.0,26.0,5,0.0032863913694551484,0.005405641614795383,0.0012489833856163587,0.0009548913674915767,0.006578947368421052,0.04565630944831959,0.031432451912270364,0.06625641015387618,cluster_6,cluster_3
"Camano, Felipe","Cariola, Karol",1.4308300395256917,Región de Ńuble (5),Región Metropolitana de Santiago (47),Ind-PDC,PCCh,Felipe Camano Cardenas,Karol Cariola Oliva,centro_izquierda,izquierda,felipe camaño,karol cariola,positive,positive,8,8,12,24,28.0,111.0,12,0.004850596746320766,0.006183932373787416,0.0024867951845992976,0.023744309672551225,0.053289473684210525,0.0805921052631579,0.0550186993143185,0.22865286518953865,cluster_1,cluster_2
"De la Carrera, Gonzalo","Undurraga, Francisco",1.434782608695652,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PLR,Evópoli,Gonzalo de la Carrera Correa,Francisco Undurraga Gazitua,derecha,centro_derecha,gonzalo de la carrera,francisco undurraga,negative,negative,2,9,11,2,33.0,47.0,2,0.00340347517388777,0.046209286283545016,0.002716590731796378,0.004814395259672359,0.05592105263157895,0.2304002192982456,0.11115937553323059,0.11774056669617243,cluster_4,cluster_1
"Olivera, Erika","Rivas, Gaspar",1.434782608695652,Región Metropolitana de Santiago (47),Región de Valparaíso (16),Demócratas,PDG,Erika Olivera de la Fuente,Gaspar Rivas Sanchez,centro_izquierda,populista,erika olivera,gaspar rivas,positive,positive,7,5,9,0,26.0,29.0,0,0.005405641614795383,0.015425178852386557,0.0009548913674915767,0.0,0.04565630944831959,0.17361888764464353,0.06625641015387618,0.07793102592178133,cluster_3,cluster_2
"Jiles, Pamela","Leiva, Raul",1.434782608695652,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PS,Pamela Jiles Moreno,Raul Leiva Carvajal,izquierda,centro_izquierda,pamela jiles,raul leiva,negative,negative,5,7,3,1,57.0,13.0,1,0.006443341208678246,0.00413942040009466,0.007495972377028495,0.00028906081428737397,0.07733918128654971,0.07017543859649122,0.11493751759511782,0.06965925345155093,cluster_2,cluster_2
"Jiles, Pamela","Leiva, Raul",1.434782608695652,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PS,Pamela Jiles Moreno,Raul Leiva Carvajal,izquierda,centro_izquierda,pamela jiles,raul leiva,negative,negative,5,7,3,1,57.0,13.0,1,0.006443341208678246,0.00413942040009466,0.007495972377028495,0.00028906081428737397,0.07733918128654971,0.07017543859649122,0.11493751759511782,0.06965925345155093,cluster_2,cluster_2
"De la Carrera, Gonzalo","Schalper, Diego",1.4361001317523057,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),Ind-PLR,RN,Gonzalo de la Carrera Correa,Diego Schalper Sepulveda,derecha,centro_derecha,gonzalo de la carrera,diego schalper,negative,negative,2,9,17,1,33.0,86.0,3,0.00340347517388777,0.03442255882263488,0.002716590731796378,0.0033738803410291733,0.05592105263157895,0.2331288343558282,0.11115937553323059,0.1855878281335197,cluster_4,cluster_4
"Jiles, Pamela","Rivas, Gaspar",1.440052700922266,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PH,PDG,Pamela Jiles Moreno,Gaspar Rivas Sanchez,izquierda,populista,pamela jiles,gaspar rivas,positive,positive,5,7,9,0,57.0,29.0,1,0.006443341208678246,0.015425178852386557,0.007495972377028495,0.0,0.07733918128654971,0.17361888764464353,0.11493751759511782,0.07793102592178133,cluster_2,cluster_2
"Jiles, Pamela","Rivas, Gaspar",1.440052700922266,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PH,PDG,Pamela Jiles Moreno,Gaspar Rivas Sanchez,izquierda,populista,pamela jiles,gaspar rivas,positive,positive,5,7,9,0,57.0,29.0,1,0.006443341208678246,0.015425178852386557,0.007495972377028495,0.0,0.07733918128654971,0.17361888764464353,0.11493751759511782,0.07793102592178133,cluster_2,cluster_2
"De la Carrera, Gonzalo","Orsini, Maite",1.440052700922266,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PLR,RD,Gonzalo de la Carrera Correa,Maite Orsini Pascal,derecha,izquierda,gonzalo de la carrera,maite orsini,neutral,neutral,2,9,6,4,33.0,55.0,0,0.00340347517388777,0.006503163988794764,0.002716590731796378,0.004375798768444289,0.05592105263157895,0.09800362976406533,0.11115937553323059,0.09927006463158107,cluster_4,cluster_2
"Astudillo, Danisa","Hertz, Carmen",1.4413702239789197,Región de Tarapacá (3),Región Metropolitana de Santiago (47),PS,PCCh,Danisa Astudillo Peiretti,Carmen Hertz Cadiz,centro_izquierda,izquierda,danisa astudillo,carmen hertz,positive,positive,0,7,17,9,11.0,47.0,0,0.0029305674310870604,0.015765241675772004,0.0,0.01072586426586078,0.0,0.12224108658743632,8.831898122157763e-16,0.1886280271762846,cluster_7,cluster_3
"Jouannet, Andres","Mirosevic, Vlado",1.4413702239789197,Región de la Araucanía (11),Región de Arica y Parinacota (3),Amarillos,PL,Andres Jouannet Valderrama,Vlado Mirosevic Verdugo,centro_izquierda,centro_izquierda,andrés jouannet,vlado mirosevic,positive,positive,0,6,18,7,20.0,98.0,3,0.0029305674310870604,0.01924656979098343,0.0,0.012840871707201438,0.0,0.18804222093695777,0.03322647635584041,0.24624150615810503,cluster_2,cluster_1
"Arroyo, Roberto","Olivera, Erika",1.4426877470355732,Región del Biobío (13),Región Metropolitana de Santiago (47),PSC,Demócratas,Roberto Arroyo Munoz,Erika Olivera de la Fuente,derecha,centro_izquierda,roberto arroyo,erika olivera,neutral,neutral,1,12,7,5,29.0,26.0,1,0.003207319383151129,0.005405641614795383,0.0009331067735564075,0.0009548913674915767,0.006578947368421052,0.04565630944831959,0.03206121150628474,0.06625641015387618,cluster_3,cluster_3
"Del Real, Catalina","Munoz, Francesca",1.4426877470355732,Región Metropolitana de Santiago (47),Región del Biobío (13),Ind-RN,PSC,Catalina del Real Mihovilovic,Francesca Munoz Gonzalez,centro_derecha,derecha,catalina del real,francesca muñoz,positive,positive,0,3,6,5,8.0,30.0,0,0.0029305674310870604,0.005751581554875469,0.0,0.0030207970256767745,0.0,0.046200473092844474,0.017312065212272715,0.01575506698275356,cluster_3,cluster_6
"Gonzalez, Marta","Hertz, Carmen",1.450592885375494,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Marta Gonzalez Olea,Carmen Hertz Cadiz,centro_izquierda,izquierda,marta gonzález,carmen hertz,positive,positive,0,4,17,9,22.0,47.0,0,0.0029305674310870604,0.015765241675772004,0.0,0.01072586426586078,0.0,0.12224108658743632,0.08532626735433577,0.1886280271762846,cluster_3,cluster_3
"Flores, Camila","Longton, Andres",1.450592885375494,Región de Valparaíso (16),Región de Valparaíso (16),RN,RN,Camila Flores Oporto,Andres Longton Herrera,centro_derecha,centro_derecha,camila flores,andrés longton,positive,positive,2,4,5,0,33.0,55.0,1,0.003539362156779152,0.004829162866865118,0.006323393334329201,0.0,0.057610241820768134,0.0743927125506073,0.10602726115872815,0.08016170995105579,cluster_2,cluster_2
"Flores, Camila","Longton, Andres",1.450592885375494,Región de Valparaíso (16),Región de Valparaíso (16),RN,RN,Camila Flores Oporto,Andres Longton Herrera,centro_derecha,centro_derecha,camila flores,andrés longton,neutral,neutral,2,4,5,0,33.0,55.0,1,0.003539362156779152,0.004829162866865118,0.006323393334329201,0.0,0.057610241820768134,0.0743927125506073,0.10602726115872815,0.08016170995105579,cluster_2,cluster_2
"Calisto, Miguel Angel","Cornejo, Eduardo",1.458498023715415,Región de Aysén del General Carlos Ibáńez del Campo (3),Región del Libertador General Bernardo O'Higgins (9),Demócratas,UDI,Miguel Angel Calisto Aguila,Eduardo Cornejo Lagos,centro_izquierda,centro_derecha,miguel calisto,eduardo cornejo,positive,positive,0,4,3,0,12.0,7.0,0,0.0029305674310870604,0.004211110892212115,0.0,0.0,0.0,0.023496240601503758,0.004926121092524129,0.012756843693457606,cluster_5,cluster_5
"Ahumada, Yovana","Marzan, Carolina",1.4624505928853757,Región de Antofagasta (5),Región de Valparaíso (16),Ind-PDG,PPD,Yovana Ahumada Palma,Carolina Marzan Pinto,populista,centro_izquierda,yovana ahumada,carolina marzán,neutral,neutral,0,9,4,1,22.0,12.0,0,0.0029305674310870604,0.004859733816705683,0.0,0.00013070756361101428,0.0,0.03508771929824561,0.03991981084903476,0.024942774766655063,cluster_3,cluster_3
"Flores, Camila","Undurraga, Francisco",1.4624505928853757,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RN,Evópoli,Camila Flores Oporto,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,camila flores,francisco undurraga,neutral,neutral,2,4,11,2,33.0,47.0,1,0.003539362156779152,0.046209286283545016,0.006323393334329201,0.004814395259672359,0.057610241820768134,0.2304002192982456,0.10602726115872815,0.11774056669617243,cluster_2,cluster_1
"Cifuentes, Ricardo","Hertz, Carmen",1.4624505928853757,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PDC,PCCh,Ricardo Cifuentes Lillo,Carmen Hertz Cadiz,centro_izquierda,izquierda,ricardo cifuentes,carmen hertz,positive,positive,3,3,17,9,21.0,47.0,2,0.003888687728255869,0.015765241675772004,0.00043994240142723935,0.01072586426586078,0.039802631578947374,0.12224108658743632,0.04373034235972927,0.1886280271762846,cluster_1,cluster_3
"Cifuentes, Ricardo","Hertz, Carmen",1.4624505928853757,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PDC,PCCh,Ricardo Cifuentes Lillo,Carmen Hertz Cadiz,centro_izquierda,izquierda,ricardo cifuentes,carmen hertz,positive,positive,3,3,17,9,21.0,47.0,2,0.003888687728255869,0.015765241675772004,0.00043994240142723935,0.01072586426586078,0.039802631578947374,0.12224108658743632,0.04373034235972927,0.1886280271762846,cluster_1,cluster_3
"Cifuentes, Ricardo","Hertz, Carmen",1.4624505928853757,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PDC,PCCh,Ricardo Cifuentes Lillo,Carmen Hertz Cadiz,centro_izquierda,izquierda,ricardo cifuentes,carmen hertz,positive,positive,3,3,17,9,21.0,47.0,2,0.003888687728255869,0.015765241675772004,0.00043994240142723935,0.01072586426586078,0.039802631578947374,0.12224108658743632,0.04373034235972927,0.1886280271762846,cluster_1,cluster_3
"Cifuentes, Ricardo","Hertz, Carmen",1.4624505928853757,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PDC,PCCh,Ricardo Cifuentes Lillo,Carmen Hertz Cadiz,centro_izquierda,izquierda,ricardo cifuentes,carmen hertz,positive,positive,3,3,17,9,21.0,47.0,2,0.003888687728255869,0.015765241675772004,0.00043994240142723935,0.01072586426586078,0.039802631578947374,0.12224108658743632,0.04373034235972927,0.1886280271762846,cluster_1,cluster_3
"Benavente, Gustavo","Rivas, Gaspar",1.466403162055336,Región del Maule (11),Región de Valparaíso (16),UDI,PDG,Gustavo Benavente Vergara,Gaspar Rivas Sanchez,centro_derecha,populista,gustavo benavente,gaspar rivas,negative,negative,0,9,9,0,24.0,29.0,0,0.0029305674310870604,0.015425178852386557,0.0,0.0,0.0,0.17361888764464353,0.03778611389218854,0.07793102592178133,cluster_5,cluster_2
"Acevedo, Maria Candelaria","Camano, Felipe",1.466403162055336,Región del Biobío (13),Región de Ńuble (5),PCCh,Ind-PDC,Maria Candelaria Acevedo Saez,Felipe Camano Cardenas,izquierda,centro_izquierda,candelaria acevedo,felipe camaño,positive,positive,0,17,8,8,31.0,28.0,12,0.0029305674310870604,0.004850596746320766,0.0,0.0024867951845992976,0.0,0.053289473684210525,0.025654982901228494,0.0550186993143185,cluster_3,cluster_1
"Ahumada, Yovana","Olivera, Erika",1.4677206851119895,Región de Antofagasta (5),Región Metropolitana de Santiago (47),Ind-PDG,Demócratas,Yovana Ahumada Palma,Erika Olivera de la Fuente,populista,centro_izquierda,yovana ahumada,erika olivera,negative,negative,0,9,7,5,22.0,26.0,1,0.0029305674310870604,0.005405641614795383,0.0,0.0009548913674915767,0.0,0.04565630944831959,0.03991981084903476,0.06625641015387618,cluster_3,cluster_3
"Del Real, Catalina","Marzan, Carolina",1.4703557312252964,Región Metropolitana de Santiago (47),Región de Valparaíso (16),Ind-RN,PPD,Catalina del Real Mihovilovic,Carolina Marzan Pinto,centro_derecha,centro_izquierda,catalina del real,carolina marzán,neutral,neutral,0,3,4,1,8.0,12.0,0,0.0029305674310870604,0.004859733816705683,0.0,0.00013070756361101428,0.0,0.03508771929824561,0.017312065212272715,0.024942774766655063,cluster_3,cluster_3
"Del Real, Catalina","Marzan, Carolina",1.4703557312252964,Región Metropolitana de Santiago (47),Región de Valparaíso (16),Ind-RN,PPD,Catalina del Real Mihovilovic,Carolina Marzan Pinto,centro_derecha,centro_izquierda,catalina del real,carolina marzán,negative,negative,0,3,4,1,8.0,12.0,0,0.0029305674310870604,0.004859733816705683,0.0,0.00013070756361101428,0.0,0.03508771929824561,0.017312065212272715,0.024942774766655063,cluster_3,cluster_3
"Camano, Felipe","Cuello, Luis Alberto",1.47167325428195,Región de Ńuble (5),Región de Valparaíso (16),Ind-PDC,PCCh,Felipe Camano Cardenas,Luis Cuello Pena y Lillo,centro_izquierda,izquierda,felipe camaño,luis cuello,positive,positive,8,8,10,9,28.0,35.0,12,0.004850596746320766,0.006746641865003008,0.0024867951845992976,0.006172106112198479,0.053289473684210525,0.07922149122807018,0.0550186993143185,0.06048908377593629,cluster_1,cluster_3
"Gonzalez, Mauro","Olivera, Erika",1.4795783926218709,Región de Los Lagos (9),Región Metropolitana de Santiago (47),RN,Demócratas,Mauro Gonzalez Villarroel,Erika Olivera de la Fuente,centro_derecha,centro_izquierda,mauro gonzález,erika olivera,positive,positive,2,6,7,5,13.0,26.0,5,0.0035403112232966095,0.005405641614795383,8.71383757406762e-05,0.0009548913674915767,0.013157894736842105,0.04565630944831959,0.0064584655931998105,0.06625641015387618,cluster_6,cluster_3
"Calisto, Miguel Angel","Martinez, Cristobal",1.4808959156785244,Región de Aysén del General Carlos Ibáńez del Campo (3),Región de Ńuble (5),Demócratas,UDI,Miguel Angel Calisto Aguila,Cristobal Martinez Ramirez,centro_izquierda,centro_derecha,miguel calisto,cristóbal martínez,positive,positive,0,4,7,0,12.0,20.0,0,0.0029305674310870604,0.006554216134591015,0.0,0.0,0.0,0.05157894736842106,0.004926121092524129,0.03333738002389938,cluster_5,cluster_5
"Morales, Carla","Olivera, Erika",1.4835309617918313,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),RN,Demócratas,Carla Morales Maldonado,Erika Olivera de la Fuente,centro_derecha,centro_izquierda,carla morales,erika olivera,positive,positive,1,6,7,5,15.0,26.0,4,0.0046053779481875605,0.005405641614795383,0.00488701057278959,0.0009548913674915767,0.03654970760233918,0.04565630944831959,0.007862677646687254,0.06625641015387618,cluster_4,cluster_3
"Gonzalez, Marta","Marzan, Carolina",1.4848484848484849,Región del Libertador General Bernardo O'Higgins (9),Región de Valparaíso (16),Ind-PPD,PPD,Marta Gonzalez Olea,Carolina Marzan Pinto,centro_izquierda,centro_izquierda,marta gonzález,carolina marzán,negative,negative,0,4,4,1,22.0,12.0,0,0.0029305674310870604,0.004859733816705683,0.0,0.00013070756361101428,0.0,0.03508771929824561,0.08532626735433577,0.024942774766655063,cluster_3,cluster_3
"Jiles, Pamela","Yeomans, Gael",1.4848484848484849,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,CS,Pamela Jiles Moreno,Gael Yeomans Araya,izquierda,izquierda,pamela jiles,gael yeomans,negative,negative,5,7,18,0,57.0,47.0,1,0.006443341208678246,0.061820117550024575,0.007495972377028495,0.0,0.07733918128654971,0.2627212389380531,0.11493751759511782,0.13104403972365736,cluster_2,cluster_1
"Ilabaca, Marcos","Orsini, Maite",1.4861660079051384,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,RD,Marcos Ilabaca Cerda,Maite Orsini Pascal,centro_izquierda,izquierda,marcos ilabaca,maite orsini,positive,positive,4,12,6,4,42.0,55.0,0,0.004838049274171383,0.006503163988794764,0.008959929008290806,0.004375798768444289,0.0740514075887393,0.09800362976406533,0.0585513622962207,0.09927006463158107,cluster_1,cluster_2
"Duran, Jorge","Rivas, Gaspar",1.4874835309617918,Región Metropolitana de Santiago (47),Región de Valparaíso (16),RN,PDG,Jorge Duran Espinoza,Gaspar Rivas Sanchez,centro_derecha,populista,jorge durán,gaspar rivas,positive,positive,0,6,9,0,25.0,29.0,2,0.0029305674310870604,0.015425178852386557,0.0,0.0,0.0,0.17361888764464353,0.08265189195990409,0.07793102592178133,cluster_2,cluster_2
"Duran, Jorge","Rivas, Gaspar",1.4874835309617918,Región Metropolitana de Santiago (47),Región de Valparaíso (16),RN,PDG,Jorge Duran Espinoza,Gaspar Rivas Sanchez,centro_derecha,populista,jorge durán,gaspar rivas,positive,positive,0,6,9,0,25.0,29.0,2,0.0029305674310870604,0.015425178852386557,0.0,0.0,0.0,0.17361888764464353,0.08265189195990409,0.07793102592178133,cluster_2,cluster_2
"Camano, Felipe","Gazmuri, Ana Maria",1.4901185770750989,Región de Ńuble (5),Región Metropolitana de Santiago (47),Ind-PDC,AH,Felipe Camano Cardenas,Ana Maria Gazmuri Vieira,centro_izquierda,izquierda,felipe camaño,ana maría gazmuri,positive,positive,8,8,11,4,28.0,30.0,12,0.004850596746320766,0.0073838162461313805,0.0024867951845992976,0.0013571802021610316,0.053289473684210525,0.08526315789473683,0.0550186993143185,0.0704511597266017,cluster_1,cluster_3
