parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,Unnamed: 0,person_1,person_2,label,sentiment,date,original_index
"Benavente, Gustavo","Placencia, Alejandra",1.018445322793149,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,PCCh,Gustavo Benavente Vergara,Alejandra Placencia Cabello,centro_derecha,izquierda,,,,,no_link_found,,
"Castillo, Nathalie","Von Muhlenbrock, Gaston",1.018445322793149,Región de Coquimbo (7),Región de Los Ríos (5),PCCh,UDI,Nathalie Castillo Rojas,Gaston von Muhlenbrock Zamora,izquierda,centro_derecha,,,,,no_link_found,,
"Palma, Hernan","Weisse, Flor",1.0197628458498025,Región Metropolitana de Santiago (47),Región del Biobío (13),PH,UDI,Hernan Palma Perez,Flor Weisse Novoa,izquierda,centro_derecha,,,,,no_link_found,,
"Perez, Joanna","Romero, Leonidas",1.0197628458498025,Región del Biobío (13),Región del Biobío (13),Demócratas,Ind-RN,Joanna Perez Olea,Leonidas Romero Saez,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Delgado, Viviana","Naveillan, Gloria",1.0197628458498025,Región Metropolitana de Santiago (47),Región de la Araucanía (11),Ind-PL,Ind-PLR,Viviana Delgado Riquelme,Gloria Naveillan Arriagada,centro_izquierda,derecha,,,,,no_link_found,,
"Acevedo, Maria Candelaria","Irarrazaval, Juan",1.0197628458498025,Región del Biobío (13),Región Metropolitana de Santiago (47),PCCh,PLR,Maria Candelaria Acevedo Saez,Juan Irarrazaval Rossel,izquierda,derecha,,,,,no_link_found,,
"Mellado, Miguel","Santibanez, Marisela",1.0197628458498025,Región de la Araucanía (11),Región Metropolitana de Santiago (47),RN,PCCh,Miguel Mellado Suazo,Marisela Santibanez Novoa,centro_derecha,izquierda,,,,,no_link_found,,
"Barchiesi, Chiara","Hertz, Carmen",1.0197628458498025,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PLR,PCCh,Chiara Barchiesi Chavez,Carmen Hertz Cadiz,derecha,izquierda,,,,,no_link_found,,
"Castillo, Nathalie","Gonzalez, Mauro",1.0197628458498025,Región de Coquimbo (7),Región de Los Lagos (9),PCCh,RN,Nathalie Castillo Rojas,Mauro Gonzalez Villarroel,izquierda,centro_derecha,,,,,no_link_found,,
"Brito, Jorge","Matheson, Christian",1.0197628458498025,Región de Valparaíso (16),Región de Magallanes y la Antártica Chilena (3),RD,Ind-Evópoli,Jorge Brito Hasbun,Christian Matheson Villan,izquierda,centro_derecha,,,,,no_link_found,,
"Lilayu, Daniel","Tello, Carolina",1.0197628458498025,Región de Los Lagos (9),Región de Coquimbo (7),UDI,PCCh,Daniel Lilayu Vivanco,Carolina Tello Rojas,centro_derecha,izquierda,,,,,no_link_found,,
"Moreira, Cristhian","Tello, Carolina",1.0197628458498025,Región Metropolitana de Santiago (47),Región de Coquimbo (7),UDI,PCCh,Cristhian Moreira Barros,Carolina Tello Rojas,centro_derecha,izquierda,,,,,no_link_found,,
"Acevedo, Maria Candelaria","Benavente, Gustavo",1.0197628458498025,Región del Biobío (13),Región del Maule (11),PCCh,UDI,Maria Candelaria Acevedo Saez,Gustavo Benavente Vergara,izquierda,centro_derecha,,,,,no_link_found,,
"Benavente, Gustavo","Mix, Claudia",1.0197628458498025,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,Comunes,Gustavo Benavente Vergara,Claudia Mix Jimenez,centro_derecha,izquierda,,,,,no_link_found,,
"Cornejo, Eduardo","Mirosevic, Vlado",1.0197628458498025,Región del Libertador General Bernardo O'Higgins (9),Región de Arica y Parinacota (3),UDI,PL,Eduardo Cornejo Lagos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Labra, Paula","Tello, Carolina",1.0197628458498025,Región del Maule (11),Región de Coquimbo (7),Ind-RN,PCCh,Paula Labra Besserer,Carolina Tello Rojas,centro_derecha,izquierda,,,,,no_link_found,,
"Bugueno, Felix","De la Carrera, Gonzalo",1.0197628458498025,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),Comunes,Ind-PLR,Felix Bugueno Sotelo,Gonzalo de la Carrera Correa,izquierda,derecha,,,,,no_link_found,,
"Brito, Jorge","Sanchez, Luis",1.0197628458498025,Región de Valparaíso (16),Región de Valparaíso (16),RD,PLR,Jorge Brito Hasbun,Luis Sanchez Ossa,izquierda,derecha,,,,,no_link_found,,
"Hertz, Carmen","Schalper, Diego",1.0197628458498025,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),PCCh,RN,Carmen Hertz Cadiz,Diego Schalper Sepulveda,izquierda,centro_derecha,1517.0,carmen hertz,diego schalper,negative,negative,Unknown,407.0
"Hertz, Carmen","Schalper, Diego",1.0197628458498025,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),PCCh,RN,Carmen Hertz Cadiz,Diego Schalper Sepulveda,izquierda,centro_derecha,2191.0,carmen hertz,diego schalper,negative,negative,Unknown,563.0
"Bello, Maria Francisca","Lilayu, Daniel",1.0210803689064558,Región de Valparaíso (16),Región de Los Lagos (9),CS,UDI,Maria Francisca Bello Campos,Daniel Lilayu Vivanco,izquierda,centro_derecha,,,,,no_link_found,,
"Coloma, Juan Antonio","Hertz, Carmen",1.0210803689064558,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PCCh,Juan Antonio Coloma Alamos,Carmen Hertz Cadiz,centro_derecha,izquierda,,,,,no_link_found,,
"Cid, Sofia","Molina, Helia",1.0210803689064558,Región de Atacama (5),Región Metropolitana de Santiago (47),RN,PPD,Sofia Cid Versalovic,Helia Molina Milman,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Bugueno, Felix","Celis, Andres",1.0210803689064558,Región del Libertador General Bernardo O'Higgins (9),Región de Valparaíso (16),Comunes,RN,Felix Bugueno Sotelo,Andres Celis Montt,izquierda,centro_derecha,,,,,no_link_found,,
"Weisse, Flor","Nanco, Ericka",1.0210803689064558,Región del Biobío (13),Región de la Araucanía (11),UDI,RD,Flor Weisse Novoa,Ericka Nanco Vasquez,centro_derecha,izquierda,,,,,no_link_found,,
"Arce, Monica","Barchiesi, Chiara",1.0210803689064558,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PH,PLR,Monica Arce Castro,Chiara Barchiesi Chavez,izquierda,derecha,,,,,no_link_found,,
"Beltran, Juan Carlos","Ramirez, Matias",1.0210803689064558,Región de la Araucanía (11),Región de Tarapacá (3),RN,PCCh,Juan Carlos Beltran Silva,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Fries, Lorena","Von Muhlenbrock, Gaston",1.0210803689064558,Región Metropolitana de Santiago (47),Región de Los Ríos (5),CS,UDI,Lorena Fries Monleon,Gaston von Muhlenbrock Zamora,izquierda,centro_derecha,,,,,no_link_found,,
"Duran, Jorge","Nuyado, Emilia",1.0210803689064558,Región Metropolitana de Santiago (47),Región de Los Lagos (9),RN,PS,Jorge Duran Espinoza,Emilia Nuyado Ancapichun,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Labbe, Cristian","Pizarro, Lorena",1.0210803689064558,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PCCh,Cristian Labbe Martinez,Lorena Pizarro Sierra,centro_derecha,izquierda,,,,,no_link_found,,
"Gonzalez, Marta","Ojeda, Mauricio",1.0210803689064558,Región del Libertador General Bernardo O'Higgins (9),Región de la Araucanía (11),Ind-PPD,Ind-PLR,Marta Gonzalez Olea,Mauricio Ojeda Rebolledo,centro_izquierda,derecha,,,,,no_link_found,,
"Munoz, Francesca","Pizarro, Lorena",1.0210803689064558,Región del Biobío (13),Región Metropolitana de Santiago (47),PSC,PCCh,Francesca Munoz Gonzalez,Lorena Pizarro Sierra,derecha,izquierda,,,,,no_link_found,,
"Palma, Hernan","Ramirez, Guillermo",1.0210803689064558,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,UDI,Hernan Palma Perez,Guillermo Ramirez Diez,izquierda,centro_derecha,,,,,no_link_found,,
"Barrera, Boris","Schalper, Diego",1.0210803689064558,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),PCCh,RN,Boris Barrera Moreno,Diego Schalper Sepulveda,izquierda,centro_derecha,,,,,no_link_found,,
"Bugueno, Felix","Cid, Sofia",1.0210803689064558,Región del Libertador General Bernardo O'Higgins (9),Región de Atacama (5),Comunes,RN,Felix Bugueno Sotelo,Sofia Cid Versalovic,izquierda,centro_derecha,,,,,no_link_found,,
"Del Real, Catalina","Ramirez, Matias",1.0210803689064558,Región Metropolitana de Santiago (47),Región de Tarapacá (3),Ind-RN,PCCh,Catalina del Real Mihovilovic,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Ojeda, Mauricio","Palma, Hernan",1.0210803689064558,Región de la Araucanía (11),Región Metropolitana de Santiago (47),Ind-PLR,PH,Mauricio Ojeda Rebolledo,Hernan Palma Perez,derecha,izquierda,,,,,no_link_found,,
"Arce, Monica","Schubert, Stephan",1.0210803689064558,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PH,Ind-PLR,Monica Arce Castro,Stephan Schubert Rubio,izquierda,derecha,,,,,no_link_found,,
"Bravo, Ana Maria","Kaiser, Johannes",1.0210803689064558,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,PLR,Ana Maria Bravo Castro,Johannes Kaiser Barents-Von Hohenhagen,centro_izquierda,derecha,,,,,no_link_found,,
"Celis, Andres","Giordano, Andres",1.0210803689064558,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RN,Ind-RD,Andres Celis Montt,Andres Giordano Salazar,centro_derecha,izquierda,,,,,no_link_found,,
"Berger, Bernardo","Cariola, Karol",1.0223978919631094,Región de Los Ríos (5),Región Metropolitana de Santiago (47),Ind-RN,PCCh,Bernardo Berger Fett,Karol Cariola Oliva,centro_derecha,izquierda,,,,,no_link_found,,
"Coloma, Juan Antonio","Fries, Lorena",1.0223978919631094,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,CS,Juan Antonio Coloma Alamos,Lorena Fries Monleon,centro_derecha,izquierda,,,,,no_link_found,,
"Morales, Javiera","Weisse, Flor",1.0223978919631094,Región de Magallanes y la Antártica Chilena (3),Región del Biobío (13),CS,UDI,Javiera Morales Alvarado,Flor Weisse Novoa,izquierda,centro_derecha,,,,,no_link_found,,
"Ramirez, Guillermo","Ramirez, Matias",1.0223978919631094,Región Metropolitana de Santiago (47),Región de Tarapacá (3),UDI,PCCh,Guillermo Ramirez Diez,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Gazmuri, Ana Maria","Moreno, Benjamin",1.0223978919631094,Región Metropolitana de Santiago (47),Región del Maule (11),AH,PLR,Ana Maria Gazmuri Vieira,Benjamin Moreno Bascur,izquierda,derecha,,,,,no_link_found,,
"Gazmuri, Ana Maria","Ossandon, Ximena",1.0223978919631094,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),AH,RN,Ana Maria Gazmuri Vieira,Ximena Ossandon Irarrazabal,izquierda,centro_derecha,,,,,no_link_found,,
"Cariola, Karol","Flores, Camila",1.0223978919631094,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PCCh,RN,Karol Cariola Oliva,Camila Flores Oporto,izquierda,centro_derecha,1512.0,karol cariola,camila flores,positive,positive,Unknown,406.0
"Melo, Daniel","Romero, Agustin",1.0223978919631094,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,PLR,Daniel Melo Contreras,Agustin Romero Leiva,centro_izquierda,derecha,,,,,no_link_found,,
"Beltran, Juan Carlos","Santibanez, Marisela",1.0223978919631094,Región de la Araucanía (11),Región Metropolitana de Santiago (47),RN,PCCh,Juan Carlos Beltran Silva,Marisela Santibanez Novoa,centro_derecha,izquierda,,,,,no_link_found,,
"Barrera, Boris","Duran, Jorge",1.0223978919631094,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,RN,Boris Barrera Moreno,Jorge Duran Espinoza,izquierda,centro_derecha,,,,,no_link_found,,
"Benavente, Gustavo","Ibanez, Diego",1.0223978919631094,Región del Maule (11),Región de Valparaíso (16),UDI,CS,Gustavo Benavente Vergara,Diego Ibanez Cotroneo,centro_derecha,izquierda,,,,,no_link_found,,
"Concha, Sara","Giordano, Andres",1.0223978919631094,Región de Ńuble (5),Región Metropolitana de Santiago (47),PSC,Ind-RD,Sara Concha Smith,Andres Giordano Salazar,derecha,izquierda,,,,,no_link_found,,
"Sulantay, Marco Antonio","Tello, Carolina",1.0223978919631094,Región de Coquimbo (7),Región de Coquimbo (7),UDI,PCCh,Marco Sulantay Olivares,Carolina Tello Rojas,centro_derecha,izquierda,,,,,no_link_found,,
"Meza, Jose Carlos","Rojas, Camila",1.0223978919631094,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PLR,Comunes,Jose Carlos Meza Pereira,Camila Rojas Valderrama,derecha,izquierda,,,,,no_link_found,,
"Donoso, Felipe","Riquelme, Marcela",1.023715415019763,Región del Maule (11),Región del Libertador General Bernardo O'Higgins (9),UDI,Ind-CS,Felipe Donoso Castro,Marcela Riquelme Aliaga,centro_derecha,izquierda,,,,,no_link_found,,
"Gazmuri, Ana Maria","Jurgensen, Harry",1.023715415019763,Región Metropolitana de Santiago (47),Región de Los Lagos (9),AH,Ind-PLR,Ana Maria Gazmuri Vieira,Harry Jurgensen Rundshagen,izquierda,derecha,,,,,no_link_found,,
"Moreira, Cristhian","Yeomans, Gael",1.023715415019763,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,CS,Cristhian Moreira Barros,Gael Yeomans Araya,centro_derecha,izquierda,,,,,no_link_found,,
"Martinez, Cristobal","Winter, Gonzalo",1.023715415019763,Región de Ńuble (5),Región Metropolitana de Santiago (47),UDI,CS,Cristobal Martinez Ramirez,Gonzalo Winter Etcheberry,centro_derecha,izquierda,,,,,no_link_found,,
"Ibanez, Diego","Weisse, Flor",1.023715415019763,Región de Valparaíso (16),Región del Biobío (13),CS,UDI,Diego Ibanez Cotroneo,Flor Weisse Novoa,izquierda,centro_derecha,,,,,no_link_found,,
"Gazmuri, Ana Maria","Raphael, Marcia",1.023715415019763,Región Metropolitana de Santiago (47),Región de Aysén del General Carlos Ibáńez del Campo (3),AH,RN,Ana Maria Gazmuri Vieira,Marcia Raphael Mora,izquierda,centro_derecha,,,,,no_link_found,,
"Hertz, Carmen","Ramirez, Guillermo",1.023715415019763,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,UDI,Carmen Hertz Cadiz,Guillermo Ramirez Diez,izquierda,centro_derecha,,,,,no_link_found,,
"Arroyo, Roberto","Hertz, Carmen",1.023715415019763,Región del Biobío (13),Región Metropolitana de Santiago (47),PSC,PCCh,Roberto Arroyo Munoz,Carmen Hertz Cadiz,derecha,izquierda,,,,,no_link_found,,
"Fries, Lorena","Schalper, Diego",1.023715415019763,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),CS,RN,Lorena Fries Monleon,Diego Schalper Sepulveda,izquierda,centro_derecha,,,,,no_link_found,,
"Pizarro, Lorena","Schalper, Diego",1.023715415019763,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),PCCh,RN,Lorena Pizarro Sierra,Diego Schalper Sepulveda,izquierda,centro_derecha,,,,,no_link_found,,
"Cornejo, Eduardo","Yeomans, Gael",1.023715415019763,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),UDI,CS,Eduardo Cornejo Lagos,Gael Yeomans Araya,centro_derecha,izquierda,,,,,no_link_found,,
"Benavente, Gustavo","Hertz, Carmen",1.023715415019763,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,PCCh,Gustavo Benavente Vergara,Carmen Hertz Cadiz,centro_derecha,izquierda,,,,,no_link_found,,
"Coloma, Juan Antonio","Sagardia, Clara",1.023715415019763,Región Metropolitana de Santiago (47),Región del Biobío (13),UDI,Ind-CS,Juan Antonio Coloma Alamos,Clara Sagardia Cabezas,centro_derecha,izquierda,,,,,no_link_found,,
"Matheson, Christian","Yeomans, Gael",1.023715415019763,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-Evópoli,CS,Christian Matheson Villan,Gael Yeomans Araya,centro_derecha,izquierda,,,,,no_link_found,,
"Naveillan, Gloria","Riquelme, Marcela",1.0250329380764165,Región de la Araucanía (11),Región del Libertador General Bernardo O'Higgins (9),Ind-PLR,Ind-CS,Gloria Naveillan Arriagada,Marcela Riquelme Aliaga,derecha,izquierda,,,,,no_link_found,,
"Castillo, Nathalie","Ossandon, Ximena",1.0250329380764165,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PCCh,RN,Nathalie Castillo Rojas,Ximena Ossandon Irarrazabal,izquierda,centro_derecha,,,,,no_link_found,,
"Teao, Hotuiti","Veloso, Consuelo",1.0250329380764165,Región de Valparaíso (16),Región del Maule (11),Ind-Evópoli,RD,Hotuiti Teao Drago,Consuelo Veloso Avila,centro_derecha,izquierda,,,,,no_link_found,,
"Sagardia, Clara","Schalper, Diego",1.0250329380764165,Región del Biobío (13),Región del Libertador General Bernardo O'Higgins (9),Ind-CS,RN,Clara Sagardia Cabezas,Diego Schalper Sepulveda,izquierda,centro_derecha,,,,,no_link_found,,
"Cuello, Luis Alberto","Romero, Leonidas",1.0250329380764165,Región de Valparaíso (16),Región del Biobío (13),PCCh,Ind-RN,Luis Cuello Pena y Lillo,Leonidas Romero Saez,izquierda,centro_derecha,,,,,no_link_found,,
"Fries, Lorena","Labra, Paula",1.0250329380764165,Región Metropolitana de Santiago (47),Región del Maule (11),CS,Ind-RN,Lorena Fries Monleon,Paula Labra Besserer,izquierda,centro_derecha,,,,,no_link_found,,
"Perez, Marlene","Riquelme, Marcela",1.0250329380764165,Región del Biobío (13),Región del Libertador General Bernardo O'Higgins (9),Ind-UDI,Ind-CS,Marlene Perez Cartes,Marcela Riquelme Aliaga,centro_derecha,izquierda,,,,,no_link_found,,
"De la Carrera, Gonzalo","Ramirez, Matias",1.0250329380764165,Región Metropolitana de Santiago (47),Región de Tarapacá (3),Ind-PLR,PCCh,Gonzalo de la Carrera Correa,Matias Ramirez Pascal,derecha,izquierda,,,,,no_link_found,,
"Hirsch, Tomas","Romero, Agustin",1.0250329380764165,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),AH,PLR,Tomas Hirsch Goldschmidt,Agustin Romero Leiva,izquierda,derecha,,,,,no_link_found,,
"Coloma, Juan Antonio","Riquelme, Marcela",1.0250329380764165,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),UDI,Ind-CS,Juan Antonio Coloma Alamos,Marcela Riquelme Aliaga,centro_derecha,izquierda,,,,,no_link_found,,
"Donoso, Felipe","Placencia, Alejandra",1.0250329380764165,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,PCCh,Felipe Donoso Castro,Alejandra Placencia Cabello,centro_derecha,izquierda,,,,,no_link_found,,
"Barrera, Boris","Irarrazaval, Juan",1.0250329380764165,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PLR,Boris Barrera Moreno,Juan Irarrazaval Rossel,izquierda,derecha,,,,,no_link_found,,
"Bello, Maria Francisca","Schubert, Stephan",1.0250329380764165,Región de Valparaíso (16),Región de la Araucanía (11),CS,Ind-PLR,Maria Francisca Bello Campos,Stephan Schubert Rubio,izquierda,derecha,,,,,no_link_found,,
"Irarrazaval, Juan","Ramirez, Matias",1.0250329380764165,Región Metropolitana de Santiago (47),Región de Tarapacá (3),PLR,PCCh,Juan Irarrazaval Rossel,Matias Ramirez Pascal,derecha,izquierda,,,,,no_link_found,,
"Hertz, Carmen","Trisotti, Renzo",1.0250329380764165,Región Metropolitana de Santiago (47),Región de Tarapacá (3),PCCh,UDI,Carmen Hertz Cadiz,Renzo Trisotti Martinez,izquierda,centro_derecha,,,,,no_link_found,,
"Becker, Miguel Angel","Santibanez, Marisela",1.0250329380764165,Región de la Araucanía (11),Región Metropolitana de Santiago (47),RN,PCCh,Miguel Becker Alvear,Marisela Santibanez Novoa,centro_derecha,izquierda,,,,,no_link_found,,
"Martinez, Cristobal","Yeomans, Gael",1.0250329380764165,Región de Ńuble (5),Región Metropolitana de Santiago (47),UDI,CS,Cristobal Martinez Ramirez,Gael Yeomans Araya,centro_derecha,izquierda,,,,,no_link_found,,
